character_name,tmdb_id,actor_id
Woody (voice),862,31
Buzz Lightyear (voice),862,12898
Mr. Potato Head (voice),862,7167
Slinky Dog (voice),862,12899
Rex (voice),862,12900
Hamm (voice),862,7907
Bo Peep (voice),862,8873
Andy (voice),862,1116442
Sid (voice),862,12901
Mrs. Davis (voice),862,12133
Sergeant (voice),862,8655
Hannah (voice),862,12903
TV Announcer (voice),862,37221
Alan Parrish,8844,2157
Samuel Alan Parrish / Van Pelt,8844,8537
Judy Sheperd,8844,205
Peter Shepherd,8844,145151
Sarah Whittle,8844,5149
Nora Shepherd,8844,10739
Carl Bentley,8844,58563
Carol Anne Parrish,8844,1276
Alan Parrish (young),8844,46530
Sarah Whittle (young),8844,56523
Exterminator,8844,51551
Mrs. Thomas the Realtor,8844,56522
Benjamin,8844,1000304
Caleb,8844,188949
Billy Jessup,8844,1076551
Cop,8844,1480246
Bum,8844,25024
Jim Shepherd,8844,27110
Martha Shepherd,8844,53715
Gun Salesman,8844,1379424
Paramedic,8844,1235504
Paramedic,8844,25389
Girl,8844,1483449
Girl,8844,1483450
Baker,8844,1483451
Pianist,8844,1483452
Max Goldman,15602,6837
John Gustafson,15602,3151
Ariel Gustafson,15602,13567
Maria Sophia Coletta Ragetti,15602,16757
Melanie Gustafson,15602,589
Grandpa Gustafson,15602,16523
Jacob Goldman,15602,7166
Savannah 'Vannah' Jackson,31357,8851
Bernadine 'Bernie' Harris,31357,9780
Gloria 'Glo' Matthews,31357,18284
Robin Stokes,31357,51359
Marvin King,31357,66804
Kenneth Dawkins,31357,352
"John Harris, Sr.",31357,87118
Troy,31357,34
Joseph,31357,1276777
James Wheeler,31357,10814
George Banks,11862,67773
Nina Banks,11862,3092
Franck Eggelhoffer,11862,519
Annie Banks-MacKenzie,11862,70696
Bryan MacKenzie,11862,59222
Matty Banks,11862,18793
Howard Weinstein,11862,14592
John MacKenzie,11862,20906
Joanna MacKenzie,11862,54348
Dr. Megan Eisenberg,11862,209
Mr. Habib,11862,26510
Wife Mrs. Habib,11862,24358
Lt. Vincent Hanna,949,1158
Neil McCauley,949,380
Chris Shiherlis,949,5576
Nate,949,10127
Michael Cheritto,949,3197
Justine Hanna,949,6200
Eady,949,15851
Charlene Shiherlis,949,15852
Lauren Gustafson,949,524
Bosko,949,15854
Kelso,949,119232
Richard Torena,949,31004
Alan Marciano,949,5587
Detective Casals,949,15853
Trejo,949,11160
Hugh Benny,949,9290
Roger Van Zant,949,886
Waingro,949,34839
Elaine Cheritto,949,4158
Schwartz,949,86602
Albert Torena,949,158452
Dr. Bob,949,12799
Ralph,949,3982
Anna Trejo,949,181343
Armoured Guard,949,81687
Hooker's Mother,949,91756
Timmons,949,160970
Shooter at Drive-in,949,175600
Driver at Drive-in,949,12879
Officer Bruce,949,9258
Claudia,949,167501
Bosko's Date,949,95145
Sergeant Heinz,949,58535
Rachel,949,161939
Captain Jackson,949,6580
Harry Dieter,949,95796
Bank Guard,949,166543
Armoured Truck Driver,949,43010
Hostage Girl,949,37252
1st SIS Detective in the hallway (uncredited),949,1457709
"Solenko, Restaurant Manager (uncredited)",949,4971
Castilian Woman (uncredited),949,941147
Lillian,949,17358
Construction Clerk,949,4790
Children's Hospital Doctor,949,1090464
Dominick,949,1090465
Bartender,949,1576419
Casals' Date,949,106714
Marcia Drucker,949,116153
Armoured Guard,949,237923
Basketball Player,949,4047
Children's Hospital Nurse,949,57347
Detective,949,1576553
Prostitute,949,218094
Bar Couple (uncredited),949,1491009
Restaurant Patron (uncredited),949,1137847
Police Woman (uncredited),949,1504112
Grocery Store Employee (uncredited),949,1504568
Cusamano (uncredited),949,20625
Grocery Store Cop (uncredited),949,1502517
Waitress (uncredited),949,114625
Bank Guard (uncredited),949,1576562
Ellis (uncredited),949,1584544
Linus Larrabee,11860,3
Sabrina Fairchild,11860,15887
David Larrabee,11860,17141
Mrs. Ingrid Tyson,11860,4301
Maude Larrabee,11860,12957
Fairchild,11860,8937
Patrick Tyson,11860,16554
Elizabeth Tyson,11860,34485
Mack,11860,13314
Irene,11860,20234
Louis,11860,73827
Scott,11860,13242
Rosa,11860,1163
Joanna,11860,138242
Martine,11860,62531
Linda,11860,59206
Ron,11860,163775
Nurse,11860,452
Carol,11860,52475
Ticket Taker,11860,1853632
Singer at Larrabee Party,11860,1853633
Butler,11860,153226
Red Head,11860,1853634
Bartender,11860,28029
Kelly,11860,1853638
India,11860,97364
Make-Up Assistant,11860,1317065
Assistant,11860,6554
Model,11860,37918
Model,11860,1217813
Model,11860,1853644
Model,11860,1115935
Model,11860,1853645
Model,11860,1853646
Paris Friend,11860,76093
Paris Friend,11860,1853647
Paris Friend,11860,1853651
Paris Friend,11860,1853653
Paris Friend,11860,1460738
Paris Friend,11860,1853654
Helicopter Pilot,11860,1632066
Gulf Stream Pilot,11860,1853655
Sheik,11860,4184
Tyson Butler,11860,1853657
Mother in Hospital,11860,1853658
Father in Hospital,11860,1357100
Trainer,11860,157428
Secretary,11860,1211979
Moroccan Waiter,11860,1853660
Senator,11860,1853661
Japanese Businessman (uncredited),11860,1548251
Airport Employee (uncredited),11860,1221663
Head Butler (uncredited),11860,1811338
Businessman in Window (uncredited),11860,1853663
Wedding Guest (uncredited),11860,1099770
Pizza Patron (uncredited),11860,1853664
Ballroom Dancer (uncredited),11860,1853665
Tom Sawyer,45325,53283
Huck Finn,45325,51214
Becky Thatcher,45325,38581
Muff Potter,45325,8316
Aunt Polly,45325,87007
Injun Joe,45325,57448
Townsperson,45325,102313
Darren Francis Thomas McCord,9091,15111
Joshua Foss,9091,6280
Matthew Hallmark,9091,8656
Vizepräsident Daniel Bender,9091,10361
Tyler,9091,12928
Emily McCord,9091,79088
James Bond,710,517
Alec Trevelyan,710,48
Natalya Fyodorovna Simonova,710,10695
Xenia Onatopp,710,10696
Jack Wade,710,10671
M,710,5309
General Arkady Grigorovich Ourumov,710,3757
Valentin Dmitrovich Zukovsky,710,1923
Boris Grishenko,710,10697
Defense Minister Dmitri Mishkin,710,10698
Q,710,9906
Miss Moneypenny,710,10699
Bill Tanner,710,10648
Caroline,710,10700
Severnaya Duty Officer,710,10701
Admiral Chuck Farrell,710,55911
Computer Store Manager,710,27425
Irina,710,6613
Anna,710,29054
Mig Pilot,710,41742
Andrew Shepherd,9087,3392
Sydney Ellen Wade,9087,516
Lewis Rothschild,9087,521
A.J. MacInerney,9087,8349
Robin McCall,9087,63279
Lucy Shepherd,9087,112080
Janie Basdin,9087,20767
Leon Kodak,9087,19839
Senator Bob Rumson,9087,3037
Beth Wade,9087,42133
Susan Sloan,9087,61980
Agent Cooper,9087,78494
Esther MacInerney,9087,42003
David,9087,131642
President René Jean D'Astier,9087,43115
Leo Solomon,9087,4251
Chairman of the Joint Chiefs,9087,43978
Jeff,9087,92808
Count Dracula,12110,7633
Prof. Abraham Van Helsing,12110,14639
Mina Seward,12110,1219
Thomas Renfield,12110,12688
Lucy Westenra,12110,12812
Dr. Jack Seward,12110,13640
Jonathan Harker,12110,6106
Martin,12110,29709
Essie,12110,53570
Woodbridge,12110,170185
Madame Ouspenskaya,12110,10774
Balto (voice),21032,4724
Boris the Goose (voice),21032,382
Jenna (voice),21032,2233
Steele the Sled Dog (voice),21032,12077
Muk and Luk (voice),21032,110001
Young Rosy (voice),21032,67386
Nikki (voice),21032,19545
Kaltag (voice),21032,52699
Star (voice),21032,77157
Dixie / Sylvie (voice),21032,176254
Grizzly Bear (voice),21032,15831
Grandma Rosy,21032,6199
Rosie's granddaughter,21032,1592266
Richard Nixon,10858,4173
Pat Nixon,10858,11148
E. Howard Hunt,10858,228
John Mitchell,10858,5249
John Dean,10858,11076
Henry Kissinger,10858,7004
Hannah Nixon,10858,2453
John Ehrlichman,10858,22131
H.R. Haldeman,10858,4512
Clyde Tolson,10858,70843
Charles Colson,10858,14721
Murray Chotiner,10858,56687
Julie Nixon Eisenhower,10858,49425
"""Jack Jones""",10858,6840
Martha Mitchell,10858,29803
Trini Cardoza,10858,6486
Sandy,10858,20751
Frank Nixon,10858,19453
Harold Nixon,10858,3417
Nelson Rockefeller,10858,52995
Johnny Roselli,10858,15183
Herb Klein,10858,3712
Frank Sturgis,10858,50880
Bob,10858,167561
Gordon Liddy,10858,4942
Earl in Training Film,10858,11885
TV Director,10858,19654
Mao Tse-Tung,10858,11397
Leonid Brezhnev,10858,230280
Richard Helms,10858,8975
Tricia Nixon Cox,10858,6407
Morgan Adams,1408,16935
William Shaw,1408,8654
Dawg,1408,8924
John Reed,1408,7868
Ainstee,1408,8979
Glasspoole,1408,16936
Mr. Blair,1408,16937
Snelgrave,1408,13925
Bowen,1408,35769
Scully,1408,133771
Black Harry,1408,1166
Bishop,1408,127166
Fiddler Pirate,1408,1220350
Captain Trotter,1408,1252814
Toussant,1408,91662
Lady,1408,31294
Lieutenant,1408,17202
Auctioneer,1408,1649736
Mordachai Fingers,1408,90625
Bartender,1408,1117347
Executioner,1408,1495190
Hastings,1408,1466675
Helmsman,1408,1420324
Snake the Lookout,1408,16792
Fleming,1408,2480
Captain Perkins,1408,2479
Dawg's Pirate,1408,19704
Dawg's Pirate,1408,1715
Dawg's Pirate,1408,1221761
Dawg's Pirate,1408,178622
Dawg's Pirate,1408,64102
Ginger McKenna,524,4430
Nicky Santoro,524,4517
Andy Stone,524,7169
Remo Gaggi,524,7165
Pat Webb,524,8262
Sénateur,524,166789
Frank Marino,524,7164
Oscar Goodman,524,7424
Charlie Clark,524,18262
Mme Piscano,524,11483
Artie Piscano,524,7168
Ichikawa,524,7425
Amy,524,7423
Black Jack-Groupier,524,7444
David,524,107020
Don Ward,524,99906
Vincent Borelli,524,13605
Dominick Santoro,524,14332
Jennifer Santoro,524,105623
John Nance,524,1574239
Signaller,524,96901
Winner,524,7531
Cowboy,524,1738942
Tony Dogs,524,42824
Vinny Forlano,524,39599
Americo Capelli,524,1204013
Sal Fusco,524,17921
Doctor Dan,524,120303
Stabbed Gambler,524,583419
Baker,524,122124
Jack Hardy,524,1219275
Trudy,524,553774
Anna Scott,524,1892328
Wiseguy Eddie,524,1888770
Wiseguy Jerry,524,233121
Moosh,524,1888773
Rocky,524,4692
Bookie,524,58474
LA Banker,524,1183497
Chastised Gambler,524,1644894
Marianne Dashwood,4584,204
Elinor Dashwood,4584,7056
Edward Ferrars,4584,3291
Mr. Dashwood,4584,207
Col. Christopher Brandon,4584,4566
Lucy Steele,4584,20769
John Willoughby,4584,16700
Mr. Palmer,4584,41419
Charlotte Jennings Palmer,4584,11356
Sir John Middleton,4584,23076
Doctor Harris,4584,31923
John Dashwood,4584,10726
Fanny Ferrars Dashwood,4584,17477
Mrs. Dashwood,4584,9138
Margaret Dashwood,4584,937907
Mrs. Jennings,4584,1220119
Robert Ferrars,4584,141551
Ted the Bellhop,5,3129
Man,5,3131
Angela,5,3130
Elspeth,5,3125
Margaret,5,3141
Leo,5,62
Chester Rush,5,138
Jezebel,5,3122
Diana,5,3123
Athena,5,3124
Raven,5,3127
Long Hair Yuppy Scum,5,2545
Eva,5,3126
Kiva,5,3128
Siegfried,5,2555
Sarah,5,3132
Wife,5,3134
Betty,5,3138
Norman,5,3137
TV Dancing Girl,5,3136
Corpse,5,3133
Juancho,5,3135
Hooker,5,37336
Sam the Bellhop,5,3140
Ace Ventura,9273,206
Fulton Greenwall,9273,3547
Vincent Cadby,9273,4001
Ouda,9273,57096
Burton Quinn,9273,4029
The Wachati Princess,9273,2598
The Tiny Warrior,9273,88059
Hitu,9273,31164
Wachootoo Witch Doctor,9273,1080060
Wachootoo Chief,9273,1080061
Wachati Chief,9273,172354
Mick Katie,9273,158324
Gahjii,9273,27752
Derrick McCane,9273,171303
Ashram Monk,9273,1080062
Charlie,11517,57755
Grace Santiago,11517,16866
Donald Patterson,11517,9287
Torch,11517,2955
Riley,11517,4887
Mr. Brown,11517,32287
Kowalski,11517,33658
Woman on Platform,11517,106791
Gambler,11517,47774
Dooley,11517,15029
Crash Train Motorman,11517,5502
Crosswalk Child,11517,203801
Guard,11517,15372
Decoy Cop,11517,1811956
Chili Palmer,8012,8891
Harry Zimm,8012,193
Karen Flores,8012,14343
Martin Weir,8012,518
Ray 'Bones' Barboni,8012,1117
Bo Catlett,8012,18792
Bear,8012,4691
Ronnie Wingate,8012,9629
Nicki,8012,53600
Mr. Escobar,8012,30488
Yayo Portillo,8012,16429
Dick Allen,8012,53601
Fay Devoe,8012,53602
Bones' Buddy,8012,141582
Helen Hudson,1710,10205
M.J. Monahan,1710,18686
Nico Letti,1710,883
Peter Foley,1710,18687
Doryll Lee Cullum,1710,18688
Lt. Quinn,1710,5169
Ruben Goetz,1710,20212
Andy,1710,60205
Susan Schiffer,1710,154691
Pachulski,1710,95838
Kerby,1710,215904
Kostas,1710,1074167
Landis,1710,167781
Cop #1,1710,1074168
Mike,1710,1074169
Robert Rath,9691,16483
Electra,9691,1231
Nicolai Tashlinkov,9691,58556
Ketcham,9691,17348
Alan Branch,9691,14328
"Jennifer, Electra's Neighbor",9691,47757
Bob,9691,31508
Remy,9691,42146
Buyer with Remy,9691,58557
Buyer with Remy,9691,58558
Cop,9691,58559
Cop,9691,58560
Cemetery Caretaker,9691,58561
Dowager,9691,58562
Cementary woman,9691,1611202
Kid in plaza,9691,543847
Jeremy 'Powder' Reed,12665,54789
Sheriff Doug Barnum,12665,2714
Donald Ripley,12665,4785
Deputy Harley Duncan,12665,36637
Ben Sanderson,451,2963
Sera,451,1951
Yuri,451,6104
Peter,451,6105
Sheila,451,6107
Debbie,451,6108
Man At Bar,451,6109
L.A. Bartender,451,6110
Hooker at bar,451,6240
Biker Girl,451,2138
Hotel Manager,451,52418
Othello,16420,2975
Desdemona,16420,1350
Iago,16420,11181
Cassio,16420,27631
Bianca,16420,232174
Roderigo,16420,17483
Emilia,16420,1227643
Montano,16420,32357
Lodovico,16420,3968
Young Roberta Martin,9263,6886
Dr. Roberta Martin,9263,12929
Teeny,9263,2155
Tina 'Teeny' Tercell,9263,29369
Young Samantha Albertson,9263,12930
Samantha Albertson,9263,3416
Young Chrissy DeWitt,9263,114471
Chrissy DeWitt Williams,9263,12931
Crazy Pete,9263,141521
Scott Wormer,9263,50398
Grandma Albertson,9263,9599
Wiladene,9263,21197
"Mrs. Albertson, Samatha's Mom",9263,12139
Vietnam veteran,9263,18269
Anne Elliott,17015,30318
Captain Frederick Wentworth,17015,8785
Lady Russell,17015,87415
Mrs. Croft,17015,10981
Admiral Croft,17015,14465
Elizabeth Elliot,17015,3930
Mr. Elliot,17015,54447
Mary Musgrave,17015,32990
Mrs. Musgrove,17015,45455
Charles Musgrove,17015,57461
Mrs. Clay,17015,42645
Mr. Musgrove,17015,27660
Henrietta Musgrove,17015,55645
Sir Walter Elliot,17015,13328
Louisa Musgrove,17015,1487246
Captain Harvile,17015,25665
Captain Benwick,17015,7025
Mrs. Smith,17015,1229181
Nurse Rooke,17015,1246598
Mr. Shepherd,17015,1227492
Lady Dairympie,17015,217100
Miss Carteret,17015,1840472
Henry Hayter,17015,1840473
Sir Henry Willoughby,17015,1073272
Mrs. Harville,17015,1241523
Jemima,17015,1840474
One,902,2372
Scaphandrier / Les Clones,902,2413
Miette,902,13842
Krank,902,13843
Marcello,902,13687
la Pieuvre,902,13845
la Pieuvre,902,13846
Mademoiselle Bismuth,902,4394
Gabriel Marie,902,2410
Peeler,902,2407
Ex-acrobat,902,13689
Father,902,100861
L'oncle Irvin (voice),902,1352
Denree,902,1653016
Lune,902,103119
Bottle,902,1653017
Pipo,902,1653018
Tadpole,902,131998
Killer,902,77904
Bogdan,902,28462
Melchior,902,77905
Brutus,902,240388
Brother Ange-Joseph,902,13680
Tattoo Artist,902,992717
Barmaid,902,17618
Spainard,902,1323011
Tied-up Guard,902,97062
Woman at her,902,2409
Soldier,902,580580
Double Clones,902,1176105
Double Clones,902,1336073
Double Clones,902,566292
"Miette, age",902,1048762
"Miette, age 37",902,1330767
"Miette, age 43",902,1529774
"Krank, age 45",902,1242620
"Miette, age 82",902,9745
Xiao Jingbao,37557,643
"Tang, the Gang Boss",37557,146097
"Shuisheng, the boy",37557,150151
"Liu, 6th Uncle",37557,143358
"Song, Tang's No. 2",37557,150152
"Zheng, Tang's No.3",37557,150153
Louanne Johnson,9909,1160
Hal Griffith,9909,10477
George Grandey,9909,24047
Carla Nichols,9909,11902
Waiter,9909,12642
Mary Benton,9909,168638
Irene Roberts,9909,81726
Raul Sanchero,9909,28863
Emilio Ramirez,9909,975133
Callie Roberts,9909,188642
Cornelius Bates,9909,1074671
Gusmaro Rivera,9909,156637
Durrell Benton,9909,190913
Angela,9909,1074672
Nikki,9909,1074673
Dr. Kathryn Railly,63,289
Jeffrey Goines,63,287
Dr. Goines,63,290
Dr. Peters,63,52
Jose,63,288
Dr. Fletcher,63,291
junger Cole,63,975569
WWI Sergeant,63,1273540
Lt. Halperin,63,22227
Det. Franki,63,1318900
Teddy,63,534231
Bee,63,11154
Taxifahrerin,63,66094
Scarface,63,1077231
Tiny,63,1571784
Botaniker,63,1571785
Geologe,63,1328063
Zoologe,63,37891
Wissenschaftlerin / Jones,63,1077235
Mikrobiologe,63,7576
Engineer,63,59112
Poet,63,155573
Billings,63,1571787
Ward Nurse,63,1571788
L.J. Washington,63,292
Professor,63,127069
Dr. Casey,63,163795
Dr. Goodin,63,1387844
Polizeimann Nr. 1,63,1217615
Polizeimann Nr. 2,63,1571786
Harassed Mother,63,1607131
Waltzing Woman Patient,63,32800
Old Man Patient,63,1607135
Patient at Gate,63,1607137
X-Ray Doctor,63,1607142
WWI Captain,63,1607143
Fale,63,1542805
Pompous Man,63,1607146
Wallace,63,141458
Airport Detective,63,81692
Plump Businessman,63,1607153
Impatient Traveler,63,1218075
Wayne,63,1607159
Detective Dalva,63,1607160
Kweskin,63,171294
Louie / Raspy Voice,63,1039871
Marilou,63,1611167
Weller,63,131007
Thug No. 1,63,1607168
Thug No. 2,63,933507
Agent No. 1,63,1611166
Agent No. 2,63,60569
Anchorwoman,63,1611170
Ticket Agent,63,568367
Student in Airport (uncredited),63,1607174
Psychiatric Patient (uncredited),63,7528
FBI Agent (uncredited),63,1298410
Sprayer (uncredited),63,1611142
Demon (uncredited),63,1611143
Time Portal Nurse (uncredited),63,1611164
Travler (uncredited),63,1106629
Prisoner Joey (uncredited),63,127620
Inpatient (uncredited),63,2696
Monkey Member (uncredited),63,1611197
Henri Guillaumet,78802,4138
Noëlle Guillaumet,78802,4513
Antoine de Saint-Exupery,78802,3999
Pierre Deley,78802,58406
Jean-René Lefèbvre,78802,554094
Young Pilot,78802,156330
Babe the Gallant Pig (voice),9598,58136
Rex the Male Sheepdog (voice),9598,1331
Maa the Very Old Ewe (voice),9598,35109
Farmer Arthur Hoggett,9598,2505
Dutchess the Cat (voice),9598,6035
Old Ewe (voice),9598,1080206
Horse (voice),9598,1080207
Cow (voice),9598,1229258
Rooster (voice),9598,61351
Narrator (voice),9598,24368
Esme Hoggett,9598,45586
The Hoggetts' daughter,9598,1080208
The Hoggetts' son-in-Law,9598,9380
The Hoggets' grandson,9598,1080209
The Hoggetts' granddaughter,9598,210276
Valda,9598,75934
Lytton Strachey,47018,378
Ralph Partridge,47018,27764
Mark Gertler,47018,17328
Lady Ottoline Morrell,47018,1249
Vanessa Bell,47018,47627
Beacus Penrose,47018,18325
Frances Partridge,47018,83701
Clive Bell,47018,186389
Mayor,47018,27822
Military Rep,47018,47943
Sister Helen Prejean,687,4038
Matthew Poncelet,687,2228
Hilton Barber,687,10360
Mary Beth Percy,687,1989
Helen's Mother,687,2207
Kaplan Farlely,687,6914
Lucille Poncelet,687,10362
Craig Poncelet,687,70851
Luis Montoya,687,10366
Walter Delacroix,687,133
Captain Beliveau,687,79732
Sgt. Neal Trapp,687,1183429
Warden Hartman,687,21152
Guy Gilardi,687,19511
Governor Benedict,687,25711
State Trooper,687,6574
Carl Vitello,687,1232566
Hope Percy,687,51384
Emily Percy,687,1237883
Sonny Poncelet,687,17866
Troy Poncelet,687,1223451
Helen's Brother,687,95940
9-Year-Old Helen,687,56757
Opossum Kid #1,687,1366946
Henry,687,93679
Nellie,687,62570
Nurse,687,1591178
Parent #1,687,1371000
Parent #2,687,1407052
Parent #4,687,20765
Guard #3,687,75611
Guard #4,687,4732
Guard #7,687,108147
Parole Board Member (uncredited),687,16460
Trustee (uncredited),687,1411679
ER Doctor (uncredited),687,1191341
Cop (uncredited),687,1463362
Woman at Vigil (uncredited),687,10298
Tomas Minton,139405,1467084
Freighter Chief,139405,1467085
Seaman,139405,1467086
Wall Street Businessman,139405,19208
Julia Minton,139405,1218074
Diane Barrows,33689,1796
Roger Callaway,33689,26472
Alyssa Callaway / Amanda Lemmon,33689,67848
Amanda Lemmon / Alyssa Callaway,33689,67849
Clarice Kensington,33689,92255
Vincenzo,33689,6541
Carmen,33689,1331570
Frankie,33689,1329538
Tiny,33689,1331571
Patty,33689,1331572
Michelle,33689,1331573
Jerry,33689,1331574
Emily,33689,1331575
Cher Horowitz,9603,5588
Dionne,9603,58150
Tai,9603,328
Josh,9603,22226
Murray,9603,49002
Amber,9603,58151
Travis,9603,33654
Elton,9603,23958
Miss Toby Geist,9603,66160
Christian,9603,30881
Miss Stoeger,9603,40680
Summer,9603,17775
Rev. Stephen Kumalo,34615,15152
John Kumalo,34615,17764
Ian Jarvis,34615,123831
Child,34615,123833
Ramalao Makhene,34615,123834
James Jarvis,34615,194
Mrs. Kumalo,34615,89307
Mary Jarvis,34615,111179
Evans,34615,1035098
Clerk of the court,34615,1073473
Richard III,31174,1327
The Duke of Buckingham,31174,388
Lady Anne,31174,5470
James Tyrrell,31174,42566
Duchess of York,31174,10978
William Catesby,31174,41043
Earl Rivers,31174,3223
Lord Stanley,31174,3545
The Duke of Clarence,31174,15788
Lord Hastings,31174,20070
The Earl of Richmond,31174,17287
Sir Richard Ratcliffe,31174,104795
Brackenbury,31174,20425
1st Subaltern,31174,7027
Ballroom Dancer (uncredited),31174,1271092
Anthony Curtis,11443,18291
Kirby,11443,65827
Skip,11443,66
Jose,11443,6862
Juanita Benson,11443,69447
Deliah Benson,11443,10824
Cutty,11443,58924
Cowboy,11443,18288
Cleon,11443,71913
Martin,11443,1277051
Betancourt,11443,5365
Marisol,11443,65421
D'ambrosio,11443,11486
Katharine,35196,5344
King Charles II,35196,4783
John Pearce,35196,11207
Celia Clemence,35196,6416
Ambrose,35196,27762
Midwife,35196,97170
Man with Visible Heart,35196,1229022
Lord Rayden,9312,38559
Liu Kang,9312,57250
Johnny Cage,9312,57251
Shang Tsung,9312,11398
Princess Kitana,9312,10680
Kano,9312,57252
Scorpion,9312,57253
Sub-Zero,9312,57254
Reptile,9312,57255
Scorpion (Voice),9312,57256
Suzanne Stone Maretto,577,2227
Larry Maretto,577,2876
Jimmy Emmett,577,73421
Russel Hines,577,1893
Janice Maretto,577,7796
Lydia Mertz,577,2841
Ed Grant,577,4201
Man at Lake,577,224
Earl Stone,577,2115
Carol Stone,577,11318
Angela Maretto,577,1185405
Mike Warden,577,33835
Finn Dodd,11861,1920
Hy Dodd,11861,9560
Constance Saunders,11861,18794
Em,11861,14500
Anna,11861,54424
Marianna,11861,1981
Sally,11861,689
Arthur,11861,9626
Leon,11861,51670
Young Em,11861,59662
Aunt Pauline,11861,5700
Beck,11861,7499
Young Glady Joe,11861,6194
Young Hy,11861,78788
Young Dean,11861,40275
Dean,11861,14325
Preston,11861,11628
Mrs. Darling,11861,4778
Howell,11861,28633
James,11861,10480
Finn's Father,11861,2059
Baby Pres,11861,1848887
Duff,11861,465117
Em's Mother,11861,33497
Anna's Great Grandmother,11861,59154
Little Anna,11861,18346
Young Hy,11861,1346644
Boy at Party,11861,32363
Detective Lt. William Somerset,807,192
Tracy Mills,807,12052
John Doe,807,1979
Dist. Atty. Martin Talbot,807,6487
Mark Swarr,807,31028
Mrs. Gould,807,1558263
Greasy F.B.I. Man,807,534
Officer Davis,807,12055
Dr. Santiago,807,38951
Dr. O'Neill,807,30487
"George, Library Night Guard",807,12056
Man in Booth at Massage Parlor,807,9289
Crazed Man in Massage Parlor,807,2221
Dr. Beardsley,807,4255
Detective Taylor,807,12054
Fingerprint Technician,807,52603
911 Operator,807,10688
Dead Man,807,12047
Delivery Man,807,7472
Thin Vagrant,807,128203
Detective Sara,807,157434
Woman Cop Behind Desk,807,95469
Workman at Door of Somerset's Office,807,1583695
Cab Driver,807,43461
First Guard at the Library,807,1025337
Second Guard at the Library,807,1055173
TV News Reporter,807,95200
First Forensic Man in the Law Office,807,31533
Eli Gould - Greed Victim,807,152638
Fingerprint Forensic Man in Law Office,807,176969
Cop on SWAT Team,807,1487328
Cop on SWAT Team,807,17449
Victor - Sloth Victim,807,174037
Policeman Who Takes Statement from Vagrant,807,42200
Wild Bill,807,1107809
First Cop at Massage Parlor,807,91843
Sweating Cop at Massage Parlor,807,9783
Paramedic at Massage Parlor,807,175120
Paramedic at Massage Parlor,807,1492029
Additional 911 Operator,807,1114784
Pride Victim,807,11321
Duty Sergeant,807,168162
Helicopter Pilot,807,54433
SWAT Helicopter Pilot,807,16563
Man in Library (uncredited),807,944
Pocahontas (voice),10530,65529
John Smith (voice),10530,2461
Governor Ratcliffe (voice),10530,28010
Meeko (voice),10530,31365
Powhatan (voice),10530,3203
Thomas (voice),10530,3894
Pocahontas (singing voice),10530,110316
Grandmother Willow (voice),10530,12516
Ben (voice),10530,9188
Lon (voice),10530,181486
Nakoma (voice),10530,163070
Kocoum (voice),10530,950126
Kekata (voice),10530,37430
Camille Baker,8391,54818
Petra,8391,54819
Martin,8391,15319
Timothy,8391,20173
Michael McManus,629,9045
Dean Keaton,629,5168
US Customs Agent Dave Kujan,629,9046
Kobayashi,629,4935
Edie Finneran,629,2179
FBI Agent Jack Baer,629,4808
Fred Fenster,629,1121
Smuggler,629,101377
Saul Berg,629,56166
Dr. Plummer,629,9047
Dr. Walters,629,9048
Arkosh Kovash,629,156227
Agent Strausz,629,3218
Agent Rizzi,629,1216752
"Daniel ""Dan"" Metzheiser",629,1235937
Cynthia Mckay,117164,74375
,117164,63941
,117164,1093379
,117164,42137
,117164,53552
,117164,112159
,117164,62715
Lenny,11448,1243
Linda Ash,11448,23931
Amanda,11448,1283
Chorleiter,11448,1164
Amanda's Father,11448,10560
Amanda's Mother,11448,29545
Jocasta,11448,3019
Kevin,11448,4688
Tiresias,11448,5251
Jerry Bender,11448,27811
Cassandra,11448,1161048
Gino,49133,27392
Fiore,49133,25819
Selimi,49133,1149435
Spiro,49133,1180060
Factory's manager,49133,1904515
Miss Anna Mongomery,26441,46423
Coach Jay Huffer,26441,6067
Edwin V. Douglas,26441,8659
Newt Shaw,26441,69395
Kate Douglas,26441,148587
Larry Musgrove,26441,69740
Jeffrey Luttrell,26441,21735
Evan Schiff,26441,88599
Nick Anderssen,26441,137391
Sophia Convertino,26441,148591
Polly Neilson,26441,148593
Lou Gates,26441,148594
Sadie Flood,97406,10431
Georgia Flood,97406,51544
Axel Goldman,97406,7268
Bobby,97406,42746
Herman,97406,4764
Trucker,97406,590356
Chasman,97406,52308
Alex Cole,124057,198643
Merlin,124057,56890
Jenny,124057,41743
Sheriff Ferguson,124057,1569328
Butch Scarsdale,124057,11086
Henry Larson,9089,1466
Leo Fish,9089,32597
Aunt Glady,9089,400
Russell Terziak,9089,11064
Joanne Larson Wedman,9089,65528
Pablo Neruda,11010,24366
Mario Ruoppolo,11010,67792
Beatrice Russo,11010,10777
Telegrapher,11010,14149
Donna Rosa,11010,538696
Di Cosimo,11010,24290
Matilde,11010,225301
Elsa Morante,11010,1351952
,11010,1352578
,11010,1352580
,11010,1352582
,11010,1189964
,11010,1151165
,11010,1352583
Pierre Lamontagne,99040,38524
Marc Lamontagne,99040,1019878
Raymond Massicotte,99040,1019879
