character_name,tmdb_id,actor_id
Arthur,6280,1219384
Waiting Room Woman,6280,1379090
Alice,6280,1235819
Samantha,6280,105000
Jake,6280,1378990
Junior,6280,1378995
Chairwoman (FDA),6280,171661
Banquet Dancer,6280,1193101
Junior,6280,1378998
Jake,6280,1378991
Scanner Guard,6280,1379075
Banquet Dancer,6280,100970
Banquet Dancer,6280,1379080
Banquet Dancer,6280,1379082
Banquet Dancer,6280,19263
Banquet Dancer,6280,1379081
Lyndon Executive,6280,12939
Banquet Dancer,6280,1379084
Campus Gals,6280,1379091
Campus Gals,6280,1379092
Banquet Musician,6280,1379100
Banquet Musician,6280,1379096
Mrs. Logan,6280,1379106
Turkel,6280,68497
Reporter,6280,1171087
Reporter,6280,1035519
Reporter,6280,1379116
Reporter,6280,1379117
Reporter,6280,1379118
Stewardess,6280,1379150
Bobby Earl,9061,56871
Evangeline,9061,15532
Detective T.J. Wilcox,9061,122491
Warden,9061,36170
McNair,9061,13726
Delores Rodriguez,9061,55549
Lyle Morgan,9061,14541
Medical Examiner,9061,1426261
Slumber Party Girl,9061,1417124
Libby Prentiss,9061,3382
Lena Brown,9061,17919
Ida Conklin,9061,71266
Elder Phillips,9061,95741
Dr. Doliveau,9061,182574
Prosecutor,9061,62521
Chaplain,9061,54858
Judge,9061,1759043
Joanie Shriver,9061,1759044
Reece Brown,9061,1759045
Kid Washing Car #1,9061,1759047
Kid Washing Car #2,9061,1759048
Concierge,9061,1759049
Clerk,9061,1759050
Party Guest,9061,1759051
Student,9061,1759052
Receptionist,9061,1253408
Slumber Party Girl,9061,1759054
Slumber Party Girl,9061,1759056
Slumber Party Girl,9061,1759057
Slumber Party Girl,9061,1759058
Slumber Party Girl,9061,1759059
Slumber Party Girl,9061,1759060
Prison Guard,9061,1759061
Prison Guard,9061,1759062
Prisoner,9061,1759063
Prisoner,9061,8667
Prisoner,9061,1535545
Prisoner,9061,321432
Prisoner,9061,1759064
Prisoner,9061,1759065
Reporter,9061,1759066
Reporter,9061,1452688
Reporter,9061,1254364
Reporter,9061,1759068
Student,9061,1647724
Woman in Courtroom,9061,1557205
State Trooper,9061,1759071
Medical Examiner,9061,1426254
Woman in Courtroom,9061,1758695
Reporter,9061,1759073
Airport Passenger,9061,1759074
Prison Guard,9061,1759076
Man in Bus Terminal,9061,1759077
Calvin Fuller,37108,21403
King Arthur,37108,14324
Lord Belasco,37108,10672
Master Kane,37108,8784
Princess Katey,37108,24618
Bev Kilmartin,6071,9994
Rosie Kilmartin,6071,49824
Omar,6071,10182
Luke Skywalker,11,2
Princess Leia Organa,11,4
Grand Moff Tarkin,11,5
See Threepio (C-3PO),11,6
Artoo-Detoo (R2-D2),11,130
Chewbacca,11,24343
Darth Vader,11,24342
Uncle Owen,11,33032
Aunt Beru,11,131625
Chief Jawa,11,132538
General Willard,11,69249
Red Two (Wedge),11,47698
Red Three (Biggs),11,17356
General Taggi,11,42570
Commander #1,11,79489
General Motti,11,12829
Stormtrooper,11,1729623
General Dodonna,11,216087
Red Leader,11,47401
"Red Four (John ""D"")",11,162432
Red Six (Porkins),11,663
Gold Leader,11,58475
Gold Two,11,151819
Gold Five,11,202276
Red Two (voice) (uncredited),11,1216947
Boba Fett (special edition) (uncredited),11,1271058
Stormtrooper (voice) (uncredited),11,3044
Stormtrooper (uncredited),11,1271059
Cantina Alien (uncredited),11,1271060
Cantina Alien (uncredited),11,1271061
Greedo (uncredited),11,199356
Nabrun Leids (uncredited),11,1271062
Wuher (uncredited),11,1271063
Drifter (Red 12) (uncredited),11,1271064
Cantina Patron (uncredited),11,1271065
Stormtrooper (uncredited),11,1178140
Wioslea (uncredited),11,186229
Dr. Evazan (uncredited),11,1271066
Cantina Patron (uncredited),11,1271067
Greedo (uncredited),11,104149
Hrchek Kal Fas (uncredited),11,1271068
Jawa (uncredited),11,1271069
Stormtrooper / Tusken Raider / Death Star Trooper / Garouf Lafoe (uncredited),11,53587
Jawa (uncredited),11,1271070
Garindan (uncredited),11,1271071
Djas Puhr (uncredited),11,1271072
Death Star Trooper (uncredited),11,202402
Stormtrooper with Binoculars (uncredited),11,1271073
Cantina Patron (uncredited),11,1271074
Death Star Trooper (uncredited),11,1195602
Kabe (uncredited),11,1271075
Kabe / Jawa / GONK Droid (uncredited),11,252527
Cantina Patron (uncredited),11,1271076
Stormtrooper (special edition) (uncredited),11,1271077
Stormtrooper (uncredited),11,1271078
Leia's Rebel Escort (uncredited),11,964699
Stormtrooper (uncredited),11,1271079
Brea Tonnika (uncredited),11,1271080
Stormtrooper (uncredited),11,1271081
Ponda Baba (uncredited),11,1271082
Death Star Trooper (uncredited),11,4945
Mosep (uncredited),11,1271083
Chall Bekan (uncredited),11,1148750
Solomohal (uncredited),11,201344
Stormtrooper (voice) (uncredited),11,1271085
Jawa (uncredited),11,1271086
Jawa (uncredited),11,1190780
Daine Jir (uncredited),11,190453
BoShek (uncredited),11,1012562
Muftak / Cantina Band Member (uncredited),11,1271091
Jawa (uncredited),11,1271095
Takeel (uncredited),11,1271096
Stormtrooper (special edition) (uncredited),11,19801
Death Star Gunner (uncredited),11,1271102
Cantina Patron (uncredited),11,1271104
Swilla Corey (uncredited),11,1271106
Massassi Base Rebel Scout (uncredited),11,1271107
Rycar Ryjerd (uncredited),11,1183443
InCom Engineer (uncredited),11,10657
Leesub Sirln (uncredited),11,1271116
Cmdr. Praji (Imperial Officer #2 on rebel ship) (uncredited),11,110319
Tawss Khaa (uncredited),11,1271121
Senni Tonnika (uncredited),11,1271122
Cantina Patron (uncredited),11,1271123
Cantina Patron (uncredited),11,1271124
Sai'torr Kal Fas (uncredited),11,1271125
Lt. Pol Treidum (uncredited),11,187398
Cantina Voices (voice) (uncredited),11,1271126
Massassi Outpost Announcer / Various Voices (voice) (uncredited),11,390158
Cantina Alien (uncredited),11,7727
Del Goren (uncredited),11,184980
Stormtrooper (voice) (uncredited),11,160947
Stormtrooper (voice) (uncredited),11,161301
Jawa (uncredited),11,1271127
Greedo (voice) (uncredited),11,159108
Thuku (uncredited),11,1271128
Ketwol / Melas (uncredited),11,1271129
Stormtrooper (uncredited),11,24278
Mos Eisley Citizen (special edition) (uncredited),11,60207
Cantina Patron (uncredited),11,1271131
Rebel Pilot (uncredited),11,301657
Meg March,9587,17187
Sara Crewe,19101,84093
Miss Minchin,19101,45453
Amelia Minchin,19101,34407
Becky,19101,4938
Betsy,19101,26293
Jane,19101,38670
Lottie,19101,155864
Rosemary,19101,1506286
Maggie Conlan,49980,110077
Jorge,49980,195410
Mairead,49980,1168012
Adrian,49980,1168013
Simon,49980,5538
Jill,49980,1147904
Sean,49980,1168014
Mickey,49980,1653372
Serena,49980,1653373
Maggie's Father,49980,1653374
Maggie's Mother,49980,1653375
"Maggie, Aged 5",49980,1653376
Karaoke Compere,49980,1653377
Foster Mother,49980,1653378
Mrs Higgs,49980,1653379
Neighbour,49980,1653380
Fast Food Manager,49980,292552
Social Worker,49980,1653381
Social Worker,49980,1653382
Social Worker,49980,1653383
Social Worker,49980,1653384
Social Worker,49980,1653385
Social Worker,49980,1653386
Social Worker,49980,176218
Social Worker,49980,67205
Social Worker,49980,1211860
Social Worker,49980,1653387
Lawyer,49980,1184909
Nelly,17961,4885
Marylin,17961,55926
Doctor Arnoux,17961,20853
Martineau,17961,47336
Mme Vernon,17961,28149
Mme Chabert,17961,25166
Duhamel,17961,28189
M. Vernon,17961,19162
Pedro Muzquiz,18183,27643
Elena,18183,1068840
Nacha,18183,553167
Doctor John Brown,18183,148189
Gertrudis,18183,976202
Rosaura,18183,168176
Sergeant Treviño,18183,104381
Chencha,18183,1727824
Juan Alejándrez,18183,1188395
Paquita Lobo,18183,70364
Cura,18183,104393
Esperanza Muzquiz,18183,1727825
Alex Brown,18183,950566
Great Granddaughter / Narrator (voice),18183,932160
Samuel Ludlow,4476,9976
Isabel Two Decker Ludlow,4476,11068
James O'Banion,4476,37431
John T. O'Banion,4476,37432
Samuel Decker,4476,1048574
Pet,4476,7863
Decker,4476,174943
Isabel Ludlow,4476,94978
Longley,4476,118462
Rodriguez,4476,184106
Asgaard,4476,44208
Boy Tristan,4476,78105
Teen Tristan,4476,33337
Teen Alfred,4476,95825
Teen Samuel,4476,1077328
Young Isabel Two,4476,222556
Isabel Three,4476,1077329
Federal Officer,4476,105791
Noel,4476,1077330
Maj. Benson Payne,11008,22675
Cadet Kevin 'Tiger' Dunne,11008,149010
Emily Walburn,11008,80987
Cadet Alex Stone,11008,204411
Cadet Wuliger,11008,26999
Cadet Bryan,11008,67786
Cadet Dotson,11008,173964
Cadet Deak Williams,11008,59229
Cadet Sgt. Johnson,11008,149011
Cadet Fox,11008,1789579
Col. Braggart,11008,67784
Police Sergeant,11008,9521
Wellington Cadet Captain,11008,149012
New Cadet,11008,149013
Lt. Wiseman,11008,117491
Huge Biker,11008,1087342
Marksman,11008,1214427
Chopper Pilot,11008,1765317
Irina Shapira,47504,13333
Arkady Shapira,47504,12150
Sasha,47504,37205
Mousie,32325,104380
Teenage Drug Customer,32325,5953
Themselves,32325,53910
Mike Gambril,43742,6449
Ginny,43742,6598
Kip DeMay,43742,52865
Tina Wilson,43742,43476
Sheldon Blumenthal,43742,1524
Nora Stillman,43742,30585
Herb Stillman,43742,47773
Himself,43742,7174
Lorraine,43742,1212453
SSA Flight Attendant,43742,82988
Wally Tripp,43742,105086
Ben,43742,79052
Ship Captain,43742,2368
Cable Officer,43742,1190224
Russian Businessman,43742,42124
Eddie Hughes,28313,9777
Hannah Lewin,28313,204122
Isaiah,28313,62646
Marie,28313,13602
Caroline Jones (as LaTanya Richardson),28313,1549301
Queen Charlotte,11318,15735
Dr. Willis,11318,65
Greville,11318,11278
Lady Elizabeth Pembroke,11318,18191
"Frederick, Duke of York",11318,7031
William Pitt Jr.,11318,5473
Warren,11318,10746
Fitzroy,11318,192846
2nd MP,11318,55477
Black Rod,11318,158293
Dundas,11318,137927
Mrs. Fitzherbert,11318,182062
Willis' Attendants,11318,1538418
Mrs. Cordwell,11318,4573
MPs,11318,20243
Prof. Waldman,3036,8930
Caroline Beaufort Frankenstein,3036,20768
Justine,3036,29860
Greigori,3036,151797
Schiller,3036,19923
Ship's Crew #4,3036,62498
Midwife,3036,992504
Young Victor,3036,1231914
Sandy Archer,40490,28768
Jack Sturgess (Squatting Dog),40490,54812
Chet Bronski (Chief Running Horse),40490,66606
Lloyd Small (Silent Thunder),40490,147491
Red Sweeney (Silver Fox),40490,44792
"Murray, Renda Goon",40490,47771
Leonard Red Crow,40490,147492
Frank James Renda,40490,147493
"Bob Younger, Jack's Boss",40490,85170
Norman Bronski,40490,147494
Hank Sweeney,40490,147495
Mr. Lobel,24070,26715
Felix,24070,57829
Dr. Kinsky,24070,3026
Susan,24070,4758
Rollerblader,24070,12219
Hotline Caller (Voice),24070,1910
Cash,8986,1953
Brad,8986,56487
Kevin Clean,8986,1449695
Kris Kringle,10510,4786
Alberta Leonard,10510,52951
Susan Walker,10510,11717
Denice,10510,41421
Matt,17402,6575
Leslie Marcus,17402,17832
Paco,38722,587
Jimmy,38722,33181
Chucho,38722,65344
Toni,38722,92326
Young Jimmy,38722,89499
Jose,38722,109627
Roberto,38722,129871
Mr. Henkin,8438,537
Byron Stamphill,8438,1370
Sully Sullivan,11593,3636
Beryl Peoples,11593,5698
Officer Raymer,11593,1233
Charlotte Sullivan,11593,65797
Will Sullivan,11593,40271
Wacker Sullivan,11593,977543
Jocko,11593,78789
Ollie Quinn,11593,55459
Cass,11593,80542
Ruby,11593,1106256
Ralph,11593,227986
Rufus,11593,1183437
Didi,11593,999904
Funeral Director,11593,1183440
Horace Yaney,11593,1183442
Garbage Man,11593,1183444
C. W. Lomax,11593,1183445
Vernon,11593,1183446
Lawyer from Albany,11593,1183447
Girl at the Country Club,11593,1183449
Charlie,11593,213
Juror (uncredited),11593,36193
Vera (uncredited),11593,10776
Dr. Paula Olsen,1945,20162
Dr. Paley,1945,20163
Mary Peterson,1945,20164
Sheriff Todd Peterson,1945,12538
Billy Fisher,1945,4654
"Don Fontana, Lovell's Attorney",1945,20165
Judge,1945,20166
Ruthie Lovell,1945,20167
Twin,1945,1267262
Twin,1945,1267263
Mike Ibarra,1945,144160
Janet Baring,1945,1707297
Sally,1945,1707298
Harry Goppel,1945,176419
Jean Malinowski,1945,937300
Stevie,1945,1707307
Jed,1945,1534874
Shane,1945,1707308
Rachel Weiss,1945,11898
Autistic Child,1945,1707315
Teacher,1945,1707316
Administrator,1945,1707317
Male Nurse,1945,935955
Deputy,1945,1707319
Jason Petty,39310,122712
Midget,39310,18272
Bo-Kane,39310,18795
Judge,39310,90776
Emil Roscoe,39310,1187
Coreen,39310,927666
Toshi,109560,74195
Hawk,109560,23920
Konen Li,109560,26783
Ferrara,109560,43773
Mr. C,109560,21385
Tito,109560,72983
Sledge,109560,4438
Emilio,109560,61233
Powell,109560,134083
Babes,109560,185529
Man in Porno Shop,109560,1437861
Biker Dirty Joe,109560,88447
Stephanie Lyell,56428,13918
Terry Hamilton,56428,51799
Marc Gilmour,56428,20056
Scott,56428,137952
Matthew Hamilton,56428,18019
Judith,56428,148543
Alex,63105,230665
Nebula,63105,40644
Emily,63105,94648
Po / Juna,63105,94663
Zumi / Rebel #2,63105,94656
Zana,63105,1263308
Tribal Chief,63105,1263309
U.N. Chief,63105,91897
Lock,63105,1041315
Ditko,63105,975563
Nina,131957,1212
Photographer,131957,80365
Friend,131957,5130
Mallory's Mom,241,3202
Deborah,241,3208
Kevin,241,3210
Deputy Warden Wurlitzer,241,3199
Mabel,241,1912
Earl,241,3204
Sonny,241,3205
Roger,241,3206
Pinball Cowboy,241,1677045
Julie,241,3207
Soundman,241,3209
Antonia Chavez,241,180533
Dale Wrigley,241,3211
Gerald Nash,241,92490
David,241,3212
Kid #1,241,80541
Japanese Girl #1 / Japanese Reporter,241,16146
Japanese Girl #2,241,1265216
French Girl,241,1392525
Mickey's Dad,241,1378239
Cowboy Sheriff,241,60508
Young Indian Boy,241,582668
Pinky,241,3213
Druggist,241,166963
Black Inmate,241,1659415
Mallory's Guard #1,241,155535
Deputy #1,241,3041
Smithy,241,3216
Deputy Napalatoni,241,3217
Harry,9058,1954
Beth Heke,527,7241
Jake Heke,527,7242
Grace Heke,527,7243
Nig Heke,527,7244
Mark 'Boogie' Heke,527,7245
Polly Heke,527,7246
Huata Heke,527,7247
Bully,527,7248
Dooley,527,7249
Bennett,527,7250
Mavis,527,7251
Toot,527,7252
Taka,527,7253
King Hitter,527,7254
Judge,527,7255
Policeman,527,129394
Lily Leonetti,18220,24967
Angela Falk,18220,44049
Tanya,18220,1228787
Robert,18220,1582756
Isabel,18220,149542
Sam Daniels,6950,4483
Jimbo Scott,6950,18352
Dr. Julio Ruiz,6950,2137
Dr. Raswani,6950,10649
Dr. Mascelli,6950,53005
California Governor,6950,158052
Dr. Lisa Aronson,6950,52142
Mathilda's Mother,101,13420
Mathilda's Sister,101,122230
Bodyguard Chief,101,1171233
1St Stansfield Man,101,1006
3rd Stansfield man (Benny),101,1008
Stansfield man,101,60638
Fatman,101,138401
Leon's Taxi driver,101,94435
Tonto,101,1684441
Blond Babe,101,64210
Mickey,101,185351
Stairway Swat,101,225004
Manolo,101,136183
Old Lady,101,58533
Receptionist,101,2701
Ball Kid,101,1684474
1st Policeman,101,20914
2nd Policeman,101,159887
1st Security man,101,28037
Swat Hostage,101,1684448
Swat Chief,101,185391
Swat 1,101,20666
Swat 5,101,246297
Swat 8,101,585700
Swat 9,101,1684471
Swat 2,101,1684467
Swat 3,101,1684468
Swat 4,101,1379154
Swat 7,101,1684470
Swat 6,101,1684469
News Photographer,63020,84182
Stephanie Potts,2307,23764
Perry,2307,4250
Mr. Linzer,2307,12647
Fabienne,680,2319
Jody,680,2165
Maynard,680,11804
Esmarelda Villalobos,680,71836
Marvin,680,31549
Waitress,680,11807
Roger,680,58552
Ed Sullivan,680,1174004
Page for Phillip Morris,680,1174003
Ricky Nelson,680,1174007
Marilyn Monroe,680,1174000
James Dean,680,1174001
Dean Martin,680,54855
Jerry Lewis,680,1174008
Mamie van Doren,680,1099751
Hold Hands You Lovebirds (archive footage),680,107023
Young Butch,680,1174002
Klondike,680,1174006
Sportscaster #1 - Coffee Shop,680,1173999
Sportscaster #2,680,46346
Wilson's Trainer,680,90337
Dead Floyd Wilson,680,1174005
Gawker #1,680,157865
Pedestrian / Bonnie Dimmick,680,1174009
Shot Woman,680,65907
The Gimp,680,1173998
Man No. 4,680,19578
Raquel,680,11806
Winston Wolfe's Girlfriend At Party (uncredited),680,1274295
Bar Tender (uncredited),680,1177915
Lucky Lady (uncredited),680,1274296
Drug Dealer (uncredited),680,1274297
Hopalong Cassidy (uncredited),680,1274298
Woman in Bathroom (uncredited),680,1274299
Huey Newton,41478,9372
Rose,41478,93279
Rita,41478,15899
Pruitt,41478,40377
Alma,41478,1591266
Cop at Ramparts,41478,1217939
Deputy,41478,1214402
Mrs. Chen,25296,113794
Alex Chu,25296,1570976
Martha Chu,25296,1570978
Linda,25296,1570979
Jeremy Chu,25296,1570980
Boss Huang,25296,929239
New Cooking Teacher,25296,1570981
Mr. Chao,25296,1570982
Father Greg Pilkington,40156,3900
Graham,40156,18023
Maria Kerrigan,40156,61840
Lisa Unsworth,40156,94741
Mr. Unsworth,40156,47643
Mrs. Unsworth,40156,80366
Father Ellerton,40156,1226592
Tommy,40156,110455
Charlie,40156,29698
Bishop,40156,1400248
Nurse,40156,36219
Altar Boy,40156,216245
Ellie Molloy,40156,1179602
Patrick,40156,185226
Mick Molloy,40156,1466893
Housekeeper,40156,17479
Father Redstone,40156,47547
Guest at wake,40156,1632564
Sister Kevin,40156,1222342
Boy at Beach,40156,58986
Funeral Director,40156,1780580
Dick Goodwin,11450,52602
Mark Van Doren,11450,13324
Robert Kintner,11450,568531
Account Guy,11450,2171
Moomaw,11450,941524
Childress,11450,6437
Fred,11450,23881
Jack,11450,77023
Gene,11450,27545
Car Salesman,11450,69415
Dave Garroway,11450,8246
Passerby,11450,57551
Researcher,11450,171004
Mrs. Nearing,11450,167718
Limo Driver,11450,60796
Riyo,30304,16145
Matsuji Kimura,30304,1333696
The Benshi,30304,7450
Aunt Sode,30304,136380
Miss Pieper,30304,1728269
Margot,10452,6553
Henri de Navarre,10452,6012
Charles IX,10452,7037
La Môle,10452,20239
Catherine de Médicis,10452,31895
Anjou,10452,16923
Coconnas,10452,23961
Guise,10452,54153
Charlotte of Sauve,10452,18514
Alençon,10452,583222
Nançay,10452,3491
Coligny,10452,24299
Condé,10452,49946
Orthon,10452,1609440
Maurevel,10452,53904
Marie Touchet,10452,41964
La nourice,10452,229262
Un conseiller,10452,1609441
Guillaume du Bartas,10452,38882
Un conseiller,10452,23393
L'aubergiste,10452,149985
Mendès,10452,201629
Armagnac,10452,56285
Le bourreau,10452,544397
Le Cardinal,10452,32514
René,10452,15123
2nd Escardon Volant,10452,5077
,10452,147106
,10452,937200
Wedding Crowd,10452,128449
,10452,937206
Protestant,10452,1884945
Cort,12106,934
Dog Kelly,12106,2144
Doc Wallace,12106,66288
Mattie Silk,12106,65409
Ratsy,12106,21082
Charlie Moonlight,12106,4963
Rocky Holzeck,161495,2314
Michael Holzeck,161495,61962
Bolek Krupa,161495,37422
Sergio,3586,5676
Sophie Choiset,3586,20710
Kitty Potter,3586,326
Simone Lowenthal,3586,5682
Pilar,3586,25258
Albertine,3586,29408
Kiki Simpson,3586,33158
Dane Simpson,3586,33159
Cort Romney,3586,20766
Violetta Romney,3586,33160
Slim Chrysler,3586,7570
Clint Lammeraux,3586,11059
Nina Scant,3586,30364
Sissy Wanamaker,3586,9805
Tantpis,3586,24421
Forget,3586,21175
Coroner,3586,77906
Herself,3586,38225
Himself,3586,33164
Herself,3586,33165
Herself,3586,47
Herself,3586,1225314
Herself,3586,1865949
Himself,3586,178018
Himself,3586,1865952
Himself,3586,189761
Auguste Bruner,110,1356
Karin,110,1354
Le photographe,110,49025
Le Vétérinaire,110,27983
Karol Karol,110,1145
Julie Vignon (de Courcy),110,1137
Olivier,110,1138
Sandrine,108,1139
Lucille,108,1140
La journaliste,108,1141
L'agent immobilier,108,1142
Le médecin,108,17894
Patrice,108,38170
La mère,108,267962
Mikolaj,109,1147
Jurek,109,1148
Le notaire,109,1149
L'elegant,109,1138501
L'inspecteur,109,6415
La vieux payson,109,7119
Le juge,109,19075
Cai Chunzhi,159185,998494
Niu Bao,159185,1019795
Russ Syracuse,36357,42206
Brandon Ward,36357,110553
Linda Pratman,92769,4761
Det. Atwater,92769,9274
Peter Pratman,92769,53596
Adam Pratman,92769,995601
Clive,92769,179270
Margaret Ladelle,92769,1087584
Mr. Schulman,92769,58169
K-9 Cop,92769,977522
Stuart Smalley,28033,65348
Mom - The Smalley Family,28033,28778
Jodie - The Smalley Family,28033,99407
Kyle - The Smalley Family,28033,99408
Princess Odette (voice),22586,9260
Lord Rothbart (voice),22586,3785
Prince Derek (voice),22586,88946
Lieutenant Puffin (voice),22586,88948
Lord Rogers (voice),22586,88949
Chamberlain (voice),22586,947905
Bromley (voice),22586,88950
King William (voice),22586,43364
Queen Uberta (voice),22586,88947
Narrator (voice),22586,107300
Young Derek (voice),22586,21402
Fiona,14334,144523
Tess,14334,33398
Hugh,14334,96671
Tadhg,14334,28743
Priest,14334,1813030
Jim,14334,199942
Oldest brother,14334,1508585
Joe Leon,2636,522
Tomas Leon,2636,21315
Charlie,2636,26651
Strongarm,2636,26652
Stan Munro,2636,26653
Alice Munro,2636,26654
Young May,2636,26655
Pianoplayer,2636,26656
Singer #1,2636,1176261
Colonel Jonathan “Jack” O'Neil,2164,6856
Dr. Daniel Jackson,2164,13548
Skaara,2164,22138
Sha'uri,2164,15441
General W.O. West,2164,15374
Lieutenant Ferretti,2164,67711
Anubis,2164,22139
Horus,2164,938
Kasuf,2164,18917
Brown,2164,157029
Freeman,2164,145531
Nabeh,2164,1179059
Dr. Neil Miller,11395,777
Laura Calvin Miller,11395,19957
Bernard the Elf,11395,38582
Judy the Elf,11395,141801
Detective Nunzio,11395,92119
Judy the Waitress,11395,4568
ELFS Leader,11395,190621
Fireman O'Hara,11395,76105
Bogs Diamond,278,6576
Brooks Hatlen,278,6577
Heywood,278,6573
1946 D.A.,278,12645
Jigger,278,168323
Ernie,278,5063
Guard Trout,278,32393
Andy Dufresne's Wife,278,6578
Glenn Quentin,278,1624179
1946 Judge,278,163979
1947 Parole Hearings Man,278,194459
Hungry Fish Con,278,122596
Tyrell,278,139992
Rooster,278,32656
Guard Dekins,278,6579
Guard Wiley,278,79025
1954 Landlady,278,1422439
Head Bull Haig,278,91420
1954 Food-Way Manager,278,123302
Elmo Blatch,278,105649
Bullhorn Tower Guard,278,1123794
Bugle Editor,278,27690
1967 Parole Hearings Man,278,48587
Ned Grimes,278,1537819
Con (uncredited),278,25659
Police Officer (uncredited),278,1185588
Inmate (uncredited),278,92647
Inmate II (uncredited),278,1337623
Pete,278,389763
Juliet Miller,9905,17258
David Stephens,9905,2040
Alex Law,9905,3061
Detective Inspector McCall,9905,25136
Cameron,9905,149359
Visitor,9905,480
Doctor,9905,1739314
Lumsden,9905,1739324
Travel Agent,9905,2220
DC Mitchell,9905,8999
Tim,9905,1739329
Visitor,9905,1739330
Vincent Towers,87078,98950
Dr. Renee Descartes,87078,25306
Alice Jameson,87078,58414
Dr. Max Shinoda,87078,85500
Lt. Weismann,87078,57353
Mrs. Lucerne,87078,152670
Sidney Callahan,87078,44052
Diego,12527,64846
David,12527,72642
Nancy,12527,72644
Miguel,12527,72645
German,12527,1809288
Vivian,12527,1475682
Santero,12527,1199993
Groom,12527,1378145
Taxi driver,12527,1718930
Passenger 1,12527,1809289
Passenger 2,12527,1809290
Neighbor,12527,1809291
Dawn Lockard,20306,41820
Foster Kane,20306,521717
Manny,20306,58491
Moe,20306,52801
Jack,20306,26470
Greg,36614,15337
Joyce Johnson,36614,96460
Young Jeff,36614,115713
Gran,36614,115714
Mary,36614,115715
Football Coach,36614,115716
Footballer,36614,115717
Ferry Captain,36614,115718
Barmaid,36614,115719
Jenny Johnson,36614,115720
Desiree,36614,115721
Greg's Mother,36614,115722
Greg's Father,36614,115723
Miss Tracy Milford,27993,99351
Senator John Lerman,27993,36173
Red,27993,63208
"Mark 'Dags"" D'Agastino",27993,17604
Reggie Barry,27993,99352
Travis Lindsey,27993,58955
Herbert Jones,27993,99353
Carla Morgan,27993,15762
Meg Smith,27993,5888
Steve Nisser,27993,54193
Lisa Perkins,27993,55153
Wanda Baker,27993,94691
Barry 'Virus' Kremmer,27993,99354
President Davis,27993,553478
Xu Fugui,31439,76913
Town Chief,31439,146044
Wan Erxi,31439,15170
Fugui's father,31439,1417404
Chunsheng,31439,548608
Long'er,31439,17382
Xu Fengxia (adult),31439,1789263
Xu Fengxia (child),31439,1789265
Xu Fengxia (youth),31439,1789267
Xu Youqing,31439,1789268
Fugui's mother,31439,1789269
Lao Quan,31439,1789270
Mantou,31439,1789274
Physician Wang,31439,1789285
Jet Girl,9067,3489
Rat Face,9067,13604
Booga,9067,54865
Donner,9067,9306
Sub Girl,9067,59260
Che'tsai,9067,20904
Sam,9067,1748010
Richard,9067,113785
Model,9067,51321
Capt. Derouche,9067,88522
Additional Ripper,9067,1748021
Additional Ripper,9067,17005
Additional Ripper,9067,1748022
Additional Ripper,9067,1748024
Dr. Nikita,9067,83404
Pilot,9067,158320
Razor Ray,9067,1748027
Zack,9067,1748029
Foreman,9067,176322
Town,9067,170231
Trooper Wayne,9067,1460290
Sand Hermit,9067,186655
Father,9067,1047413
Mother,9067,1748031
Trooper #1,9067,170086
Jet Pilot,9067,1748034
Prostitute,9067,72231
Guard at Front Entrance,9067,101013
Technician,9067,1748038
Trooper in Basement,9067,1748039
Flyer Trooper,9067,1748041
Trooper at Pump Hanger,9067,1748043
Young Rebecca,9067,1748047
Trooper,9067,75224
Trooper,9067,1559957
Semi Driver,9067,545477
Dig Site Worker,9067,1748050
Long Hair,9067,1434559
Flyer Pilot,9067,1744950
Liquid Silver Dancer,9067,1748052
Liquid Silver Dancer,9067,1748053
Liquid Silver Dancer,9067,29214
Liquid Silver Dancer,9067,1513683
Liquid Silver Dancer,9067,1748056
Liquid Silver Dancer,9067,1748058
Liquid Silver Dancer,9067,1748060
Liquid Silver Dancer,9067,1748061
Liquid Silver Dancer,9067,1748063
Liquid Silver Dancer,9067,1748064
Liquid Silver Dancer,9067,1748065
Liquid Silver Dancer,9067,1647706
Liquid Silver Dancer,9067,1748066
Liquid Silver Dancer,9067,1748068
Liquid Silver Dancer,9067,1748070
Liquid Silver Dancer,9067,1748074
Liquid Silver Dancer,9067,1748075
Liquid Silver Dancer,9067,1748077
Liquid Silver Dancer,9067,1748079
Prisoner,9067,1205064
Trooper,9067,1684466
Model,9067,1748085
Trooper,9067,1416423
Water Power Guard,9067,1748086
Desert Trooper,9067,1198202
Brothel Patron,9067,1748087
Bouncer,9067,1748089
Hand Maiden,9067,1748090
Jeryline,9059,9575
Irene,9059,30485
Uncle Willy,9059,102441
Roach,9059,19159
Sheriff Tupper,9059,24046
Deputy Bob Martel,9059,15439
Wally Enfield,9059,12826
Homer,9059,956719
Wanda,9059,43068
Danny,9059,166406
Sirach,9059,1108092
Party babe,9059,544069
Party babe,9059,97780
Amanda,9059,101170
Commander William T. Riker,193,2388
Lt. Commander Data,193,1213786
Lt. Commander Geordi La Forge,193,2390
Lt. Commander Worf,193,2391
Dr. Beverly Crusher,193,2392
Counselor Deanna Troi,193,2393
James T. Kirk,193,1748
Montgomery Scott,193,1751
Pavel Chekov,193,1754
Capt. John Harriman,193,2394
Picard's Kid,193,34199
Ensign Kellogg,193,1368723
Lieutenant,193,55538
Mr. Simms,25066,15864
Duke Metger,25066,21246
