department,job,tmdb_id,crew_id
Directing,Director,862,7879
Writing,Screenplay,862,12891
Writing,Screenplay,862,7
Writing,Screenplay,862,12892
Writing,Screenplay,862,12893
Production,Producer,862,12894
Production,Executive Producer,862,12895
Production,Producer,862,12896
Production,Executive Producer,862,12897
Editing,Editor,862,8
Art,Art Direction,862,7883
Editing,Editor,862,1168870
Sound,Foley Editor,862,1552883
Visual Effects,Animation,862,1453514
Sound,ADR Editor,862,1414182
Sound,Orchestrator,862,7885
Editing,Color Timer,862,1429549
Visual Effects,CG Painter,862,7949
Writing,Original Story,862,12890
Writing,Original Story,862,7911
Crew,Post Production Supervisor,862,1629419
Art,Sculptor,862,7961
Visual Effects,Animation Director,862,12905
Directing,Layout,862,1748707
Sound,Orchestrator,862,4949
Sound,Music Editor,862,1372885
Editing,Negative Cutter,862,1739962
Editing,Negative Cutter,862,1748513
Art,Title Designer,862,1458006
Crew,Supervising Technical Director,862,1748557
Sound,Sound Designer,862,2216
Production,Production Supervisor,862,12909
Crew,Executive Music Producer,862,953331
Visual Effects,Animation Director,862,7893
Visual Effects,Animation,862,8025
Visual Effects,Animation,862,78009
Visual Effects,Animation,862,1748682
Visual Effects,Animation,862,1454030
Visual Effects,Animation,862,1748683
Visual Effects,Animation,862,1748684
Visual Effects,Animation,862,8029
Visual Effects,Animation,862,1426773
Visual Effects,Animation,862,8035
Visual Effects,Animation,862,1748688
Visual Effects,Animation,862,587314
Visual Effects,Animation,862,7918
Visual Effects,Animation,862,1748689
Visual Effects,Animation,862,7892
Visual Effects,Animation,862,555795
Visual Effects,Animation,862,7882
Visual Effects,Animation,862,8017
Visual Effects,Animation,862,1184140
Visual Effects,Animation,862,8049
Visual Effects,Animation,862,1509559
Visual Effects,Animation,862,1748691
Visual Effects,Animation,862,8050
Visual Effects,Animation,862,8010
Visual Effects,Animation,862,8044
Visual Effects,Animation,862,1454034
Visual Effects,Visual Effects Supervisor,862,7887
Visual Effects,Visual Effects,862,1406878
Visual Effects,Visual Effects,862,1748698
Visual Effects,Visual Effects,862,1748699
Visual Effects,Visual Effects,862,1748701
Visual Effects,Visual Effects,862,1748703
Lighting,Lighting Supervisor,862,12912
Lighting,Lighting Supervisor,862,7899
Visual Effects,CG Painter,862,12915
Art,Sculptor,862,1748705
Visual Effects,Character Designer,862,7889
Visual Effects,Character Designer,862,1748706
Visual Effects,Character Designer,862,1176752
Visual Effects,Character Designer,862,1088034
Visual Effects,Character Designer,862,1447465
Directing,Layout,862,1748709
Art,Set Dresser,862,1748710
Art,Set Dresser,862,1443471
Art,Set Dresser,862,1748711
Editing,Editorial Manager,862,1748712
Editing,Assistant Editor,862,1589729
Editing,Assistant Editor,862,1748716
Editing,Assistant Editor,862,1748717
Editing,Assistant Editor,862,1336438
Editing,Editorial Coordinator,862,1748718
Production,Production Coordinator,862,1748719
Production,Production Coordinator,862,1748720
Crew,Unit Publicist,862,1468014
Sound,Sound Re-Recording Mixer,862,1425978
Sound,Supervising Sound Editor,862,8276
Sound,Sound Effects Editor,862,7069
Crew,Sound Design Assistant,862,15894
Sound,Assistant Sound Editor,862,1414177
Sound,Assistant Sound Editor,862,1748724
Sound,Assistant Sound Editor,862,1748725
Sound,Assistant Sound Editor,862,8067
Production,Casting Consultant,862,7902
Production,ADR Voice Casting,862,84493
Production,Executive Producer,8844,511
Writing,Screenplay,8844,876
Sound,Original Music Composer,8844,1729
Directing,Director,8844,4945
Editing,Editor,8844,4951
Production,Casting,8844,4952
Visual Effects,Animation Supervisor,8844,8023
Art,Production Design,8844,9967
Production,Producer,8844,9184
Production,Executive Producer,8844,9196
Production,Executive Producer,8844,18389
Camera,Director of Photography,8844,11371
Writing,Novel,8844,42356
Production,Producer,8844,42357
Writing,Screenplay,8844,56520
Writing,Screenplay,8844,56521
Directing,Director,15602,26502
Writing,Characters,15602,16837
Crew,Sound Recordist,15602,1551320
Directing,Director,31357,2178
Writing,Screenplay,31357,5144
Production,Producer,31357,21968
Production,Producer,31357,70592
Writing,Screenplay,31357,111118
Sound,Original Music Composer,31357,1079697
Production,Producer,31357,1087695
Sound,Original Music Composer,11862,37
Camera,Director of Photography,11862,5506
Writing,Screenplay,11862,17698
Writing,Screenplay,11862,26160
Directing,Director,11862,56106
Editing,Editor,11862,68755
Directing,Director,949,638
Production,Producer,949,1254
Sound,Original Music Composer,949,5581
Camera,Director of Photography,949,11099
Editing,Editor,949,15840
Editing,Editor,949,15841
Editing,Editor,949,15842
Editing,Editor,949,1047
Production,Casting,949,897
Art,Production Design,949,11411
Art,Art Direction,949,15843
Costume & Make-Up,Costume Design,949,8527
Sound,Music Editor,949,1305
Sound,Supervising Sound Editor,949,14765
Crew,Special Effects Coordinator,949,15847
Crew,Special Effects,949,15848
Visual Effects,Visual Effects Supervisor,949,15849
Crew,Stunt Coordinator,949,13458
Crew,Stunts,949,15850
Art,Set Decoration,949,13677
Costume & Make-Up,Costume Supervisor,949,1535950
Directing,Script Supervisor,949,1478953
Production,Casting,949,1424046
Crew,Special Effects,949,1550830
Art,Art Department Coordinator,949,1479277
Art,Assistant Art Director,949,4727
Art,Construction Coordinator,949,1404308
Costume & Make-Up,Assistant Costume Designer,949,1535949
Costume & Make-Up,Hairstylist,949,8870
Costume & Make-Up,Hairstylist,949,16551
Costume & Make-Up,Key Hair Stylist,949,15846
Costume & Make-Up,Makeup Artist,949,15845
Costume & Make-Up,Makeup Artist,949,14653
Editing,Dialogue Editor,949,1535951
Editing,Dialogue Editor,949,1391385
Editing,Dialogue Editor,949,1406826
Sound,Supervising Sound Editor,949,1392084
Editing,Dialogue Editor,949,1392901
Camera,Camera Operator,949,1409831
Camera,Steadicam Operator,949,21118
Camera,Still Photographer,949,1412205
Camera,First Assistant Camera,949,1403479
Camera,First Assistant Camera,949,1347763
Lighting,Rigging Gaffer,949,1415635
Sound,Music Editor,949,1406905
Sound,Music Supervisor,949,75002
Editing,First Assistant Editor,949,60592
Editing,First Assistant Editor,949,1433743
Editing,First Assistant Editor,949,1405208
Editing,First Assistant Editor,949,1432026
Sound,Sound Re-Recording Mixer,949,1401687
Sound,Sound Re-Recording Mixer,949,16177
Sound,Sound Re-Recording Mixer,949,1368864
Sound,Sound Re-Recording Mixer,949,1338976
Sound,Sound Re-Recording Mixer,949,1544638
Crew,Stunts,949,1576553
Crew,Technical Supervisor,949,1457709
Crew,Stunts,949,1576562
Production,Executive Producer,949,639
Production,Associate Producer,949,944682
Production,Executive Producer,949,376
Production,Unit Production Manager,949,1494667
Directing,Assistant Director,949,212137
Production,Casting Associate,949,1535952
Costume & Make-Up,Set Costumer,949,1392142
Crew,Digital Effects Supervisor,949,548451
Crew,Stunts,949,142157
Crew,Sound Recordist,949,1629423
Sound,Additional Soundtrack,949,15178
Directing,Director,11860,2226
Writing,Screenplay,11860,70846
Sound,Original Music Composer,11860,491
Editing,Editor,11860,10640
Production,Producer,11860,2997
Production,Casting,11860,5490
Art,Production Design,11860,1718
Writing,Screenplay,11860,11056
Costume & Make-Up,Makeup Artist,11860,10199
Costume & Make-Up,Makeup Artist,11860,142152
Costume & Make-Up,Makeup Artist,11860,32489
Costume & Make-Up,Hairstylist,11860,83118
Costume & Make-Up,Hairstylist,11860,1565199
Costume & Make-Up,Co-Costume Designer,11860,543194
Costume & Make-Up,Costume Design,11860,5493
Art,Set Decoration,11860,18173
Art,Set Decoration,11860,1467272
Art,Art Department Coordinator,11860,1535947
Sound,Sound mixer,11860,91092
Sound,Sound Re-Recording Mixer,11860,1387195
Sound,Sound Re-Recording Mixer,11860,1368864
Sound,Sound Re-Recording Mixer,11860,1345595
Sound,Supervising Sound Effects Editor,11860,1404218
Sound,Sound Effects Editor,11860,1565200
Sound,Sound Effects Editor,11860,1565201
Sound,Supervising Sound Editor,11860,1392125
Sound,Boom Operator,11860,91096
Editing,Dialogue Editor,11860,95836
Editing,Dialogue Editor,11860,1555703
Editing,Dialogue Editor,11860,1399061
Directing,Script Supervisor,11860,1464541
Camera,Still Photographer,11860,1391583
Camera,Still Photographer,11860,1194262
Camera,Camera Operator,11860,20844
Camera,Director of Photography,11860,15131
Production,Casting Associate,11860,53346
Costume & Make-Up,Assistant Costume Designer,11860,957570
Costume & Make-Up,Assistant Costume Designer,11860,18513
Costume & Make-Up,Costume Supervisor,11860,1177713
Editing,First Assistant Editor,11860,1565207
Production,Executive Producer,11860,11058
Production,Executive Producer,11860,4184
Art,Art Direction,11860,17220
Production,Production Manager,11860,1582414
Production,Production Supervisor,11860,1748870
Production,Casting Assistant,11860,1853722
Production,Casting Associate,11860,1720
Production,Location Manager,11860,9028
Production,Location Manager,11860,1123059
Production,Production Coordinator,11860,1853729
Production,Production Coordinator,11860,1002581
Writing,Screenplay,45325,2075
Writing,Screenplay,45325,7775
Directing,Director,45325,18357
Writing,Novel,45325,72225
Directing,Director,9091,37710
Writing,Screenplay,9091,53300
Writing,Screenplay,9091,56953
Production,Producer,9091,56032
Production,Producer,9091,56954
Production,Producer,9091,53299
Sound,Music,9091,4500
Editing,Editor,9091,11410
Directing,Director,710,10702
Writing,Characters,710,9856
Writing,Screenplay,710,10704
Writing,Screenplay,710,10705
Production,Producer,710,10666
Production,Executive Producer,710,10493
Sound,Original Music Composer,710,996
Sound,Songs,710,1459
Camera,Director of Photography,710,10709
Editing,Editor,710,5056
Production,Casting,710,10496
Art,Production Design,710,8524
Art,Art Direction,710,10710
Art,Art Direction,710,10711
Art,Art Direction,710,10712
Art,Set Decoration,710,8526
Costume & Make-Up,Costume Design,710,10714
Production,Producer,710,69678
Production,Producer,710,10706
Writing,Story,710,10703
Art,Assistant Art Director,710,1593072
Art,Assistant Art Director,710,10788
Art,Construction Coordinator,710,1727828
Art,Supervising Art Director,710,1325211
Production,Casting,710,18457
Sound,Music Editor,710,5062
Crew,Armorer,710,1532215
Directing,Script Supervisor,710,1398136
Camera,Camera Operator,710,40747
Camera,Camera Operator,710,1408816
Camera,Camera Operator,710,1485317
Camera,Camera Operator,710,1189807
Camera,Still Photographer,710,1425502
Camera,Still Photographer,710,1427545
Lighting,Gaffer,710,1727833
Lighting,Gaffer,710,1727834
Lighting,Gaffer,710,1727835
Visual Effects,Special Effects Supervisor,710,1081073
Visual Effects,Visual Effects Coordinator,710,1392704
Crew,Visual Effects Editor,710,1413507
Editing,Dialogue Editor,710,38362
Sound,Sound Re-Recording Mixer,710,1340118
Sound,Sound Re-Recording Mixer,710,1561880
Sound,Sound Re-Recording Mixer,710,40818
Sound,Supervising Sound Editor,710,9854
Sound,Sound Recordist,710,1576017
Camera,Director of Photography,9087,2702
Directing,Director,9087,3026
Editing,Editor,9087,3032
Sound,Music,9087,9251
Writing,Screenplay,9087,13520
Editing,Editor,12110,4057
Writing,Screenplay,12110,14639
Sound,Music,12110,53839
Camera,Director of Photography,12110,53840
Production,Executive Producer,12110,59979
Writing,Screenplay,12110,67674
Writing,Screenplay,12110,71303
Production,Producer,21032,488
Production,Producer,21032,489
Writing,Writer,21032,12061
Directing,Director,21032,21879
Writing,Writer,21032,106850
Writing,Writer,21032,570268
Writing,Writer,21032,991160
Visual Effects,Animation,21032,1205985
Visual Effects,Animation,21032,1447385
Visual Effects,Animation,21032,1447593
Visual Effects,Animation,21032,1448089
Art,Background Designer,21032,1451229
Crew,Special Effects,21032,1457635
Visual Effects,Animation Manager,21032,1462665
Directing,Director,10858,1152
Production,Producer,10858,5379
Sound,Original Music Composer,10858,491
Writing,Screenplay,10858,17786
Camera,Director of Photography,10858,149
Editing,Editor,10858,3189
Camera,Director of Photography,1408,2044
Art,Set Decoration,1408,8383
Art,Production Design,1408,391
Production,Executive Producer,1408,3986
Production,Producer,1408,7228
Production,Casting,1408,6044
Production,Producer,1408,10685
Costume & Make-Up,Costume Design,1408,14590
Directing,Director,1408,16938
Production,Producer,1408,22706
Writing,Story,1408,21203
Writing,Screenplay,1408,20061
Writing,Screenplay,1408,1224549
Visual Effects,Special Effects Supervisor,1408,1368867
Directing,Director,524,1032
Production,Producer,524,7170
Camera,Director of Photography,524,149
Editing,Editor,524,3661
Production,Casting,524,2242
Art,Production Design,524,2366
Writing,Screenplay,524,7163
Production,Producer,524,7531
Directing,Director,4584,1614
Writing,Novel,4584,32982
Writing,Screenplay,4584,7056
Production,Producer,4584,11058
Production,Executive Producer,4584,2226
Sound,Music,4584,9152
Camera,Director of Photography,4584,7021
Production,Co-Producer,4584,948439
Sound,Original Music Composer,5,3116
Art,Production Design,5,3117
Sound,Sound Designer,5,3119
Directing,Director,5,3110
Directing,Director,5,3111
Directing,Director,5,2294
Directing,Director,5,138
Production,Producer,5,2545
Production,Casting,5,3118
Art,Art Direction,5,11423
Art,Set Decoration,5,9042
Camera,Director of Photography,5,77162
Camera,Director of Photography,5,3113
Camera,Director of Photography,5,3114
Camera,Director of Photography,5,3115
Editing,Editor,5,1041072
Editing,Editor,5,3121
Editing,Editor,5,156
Sound,Foley,5,1877413
Production,Co-Producer,5,37334
Production,Co-Producer,5,37335
Production,Co-Producer,5,37333
Sound,Music Supervisor,5,6940
Costume & Make-Up,Costume Design,5,62277
Costume & Make-Up,Costume Design,5,46589
Art,Art Department Coordinator,5,1556697
Art,Construction Coordinator,5,1395016
Art,Construction Foreman,5,1549015
Art,Lead Painter,5,1877352
Art,Painter,5,1851725
Art,Standby Painter,5,1877353
Camera,First Assistant Camera,5,148455
Camera,Key Grip,5,1708344
Camera,Grip,5,1877355
Camera,Steadicam Operator,5,56791
Costume & Make-Up,Costume Supervisor,5,1547239
Costume & Make-Up,Costume Supervisor,5,1877356
Costume & Make-Up,Hairstylist,5,1745153
Costume & Make-Up,Key Hair Stylist,5,144146
Costume & Make-Up,Makeup Artist,5,1877357
Crew,Carpenter,5,1851724
Crew,Choreographer,5,1877359
Crew,Craft Service,5,1877360
Crew,Driver,5,1686379
Crew,Post Production Assistant,5,1877361
Art,Property Master,5,1552012
Crew,Security,5,1877363
Crew,Set Medic,5,1877365
Crew,Special Effects Coordinator,5,1602889
Crew,Stand In,5,1877369
Crew,Transportation Captain,5,1877370
Crew,Transportation Coordinator,5,1419160
Production,Unit Production Manager,5,64744
Crew,Unit Publicist,5,1622121
Directing,First Assistant Director,5,71901
Directing,First Assistant Director,5,1120536
Directing,Script Supervisor,5,1342669
Editing,Color Timer,5,1564233
Editing,First Assistant Editor,5,1877377
Editing,First Assistant Editor,5,64315
Lighting,Best Boy Electric,5,1601800
Lighting,Electrician,5,1877378
Lighting,Gaffer,5,1877379
Production,Casting Associate,5,20540
Production,Location Manager,5,1401374
Production,Production Accountant,5,1877380
Production,Production Coordinator,5,1402054
Sound,Boom Operator,5,1695796
Sound,First Assistant Sound Editor,5,1357671
Sound,Music Editor,5,1415642
Sound,Production Sound Mixer,5,1410954
Sound,Sound Editor,5,80824
Sound,Sound Effects Editor,5,1412227
Sound,Supervising Sound Editor,5,1438571
Crew,Special Sound Effects,5,1552088
Crew,Studio Teachers,5,1877415
Crew,Creative Consultant,5,100888
Sound,Dolby Consultant,5,1412242
Directing,Director,9273,4489
Writing,Characters,9273,29901
Production,Executive Producer,9273,4507
Production,Producer,9273,57097
Production,Producer,9273,57098
Production,Producer,9273,4700
Sound,Original Music Composer,9273,43393
Camera,Director of Photography,9273,6490
Editing,Editor,9273,14457
Crew,Stunt Coordinator,9273,1007395
Directing,Director,11517,52629
Writing,Screenplay,11517,20840
Production,Producer,11517,1059
Production,Executive Producer,11517,71423
Production,Executive Producer,11517,1586
Production,Producer,11517,3805
Production,Executive Producer,11517,71424
Camera,Director of Photography,11517,23969
Editing,Editor,11517,11454
Editing,Editor,11517,1264
Sound,Music Supervisor,11517,71130
Camera,Still Photographer,11517,1534236
Art,Production Design,11517,959360
Production,Casting,11517,6410
Costume & Make-Up,Costume Design,11517,15524
Art,Set Decoration,11517,12258
Art,Art Direction,11517,9270
Art,Art Direction,11517,13933
Sound,Original Music Composer,11517,9989
Directing,Script Supervisor,11517,1534622
Camera,Still Photographer,11517,1537446
Sound,Supervising Sound Editor,11517,1403515
Production,Production Manager,11517,51449
Costume & Make-Up,Makeup Artist,11517,1422054
Costume & Make-Up,Makeup Department Head,11517,1405321
Costume & Make-Up,Hairstylist,11517,1551340
Costume & Make-Up,Hairstylist,11517,1444909
Crew,Stunt Coordinator,11517,6328
Camera,Camera Operator,11517,38410
Camera,Camera Operator,11517,1411272
Camera,Camera Operator,11517,933949
Art,Art Department Coordinator,11517,1551342
Production,Co-Producer,11517,2986
Production,Co-Producer,11517,1476342
Production,Associate Producer,11517,1419089
Sound,Sound Re-Recording Mixer,11517,92377
Sound,Sound Re-Recording Mixer,11517,1337464
Editing,Dialogue Editor,11517,15527
Sound,Sound Effects Editor,11517,1395690
Sound,Sound Effects Editor,11517,1551343
Sound,Sound Effects Editor,11517,1341403
Sound,Sound Effects Editor,11517,1551345
Crew,Transportation Captain,11517,1341862
Directing,Director,8012,5174
Writing,Novel,8012,2235
Production,Producer,8012,518
Production,Producer,8012,5381
Production,Producer,8012,5382
Sound,Original Music Composer,8012,6394
Camera,Director of Photography,8012,9614
Art,Production Design,8012,16466
Writing,Screenplay,8012,2199
Sound,Music Supervisor,8012,6940
Costume & Make-Up,Costume Design,8012,11802
Production,Casting,8012,5490
Production,Casting,8012,495
Art,Art Direction,8012,11412
Art,Set Decoration,8012,6191
Art,Art Department Coordinator,8012,1535452
Art,Construction Coordinator,8012,1453174
Costume & Make-Up,Assistant Costume Designer,8012,1458759
Costume & Make-Up,Costume Supervisor,8012,1321004
Costume & Make-Up,Set Costumer,8012,1477790
Editing,Dialogue Editor,8012,1527434
Editing,First Assistant Editor,8012,1280314
Costume & Make-Up,Hairstylist,8012,1397881
Costume & Make-Up,Key Hair Stylist,8012,1536363
Costume & Make-Up,Makeup Department Head,8012,1534237
Costume & Make-Up,Makeup Artist,8012,1338146
Production,Executive Producer,1710,18679
Directing,Director,1710,15148
Editing,Editor,1710,853
Editing,Editor,1710,8970
Production,Executive Producer,1710,376
Writing,Screenplay,1710,18683
Sound,Original Music Composer,1710,19155
Writing,Screenplay,1710,17815
Camera,Director of Photography,1710,8862
Production,Executive Producer,1710,10570
Production,Casting,1710,5328
Production,Casting,1710,3192
Production,Casting,1710,4023
Art,Production Design,1710,1253
Art,Art Direction,1710,60579
Art,Set Decoration,1710,20570
Costume & Make-Up,Costume Design,1710,1522068
Directing,Script Supervisor,1710,1433649
Sound,Production Sound Mixer,1710,3104
Directing,Director,9691,7187
Writing,Author,9691,9339
Writing,Author,9691,9340
Sound,Music,9691,9989
Camera,Director of Photography,9691,12235
Editing,Editor,9691,49286
Editing,Editor,9691,3175
Production,Producer,9691,3028
Production,Producer,9691,3029
Production,Producer,9691,29525
Production,Executive Producer,9691,7200
Production,Producer,9691,1091
Production,Producer,9691,22816
Production,Executive Producer,9691,5398
Editing,Dialogue Editor,9691,1376901
Production,Casting,9691,3806
Art,Art Direction,9691,11412
Art,Art Direction,9691,15327
Art,Art Direction,9691,1330109
Art,Production Design,9691,2486
Art,Set Decoration,9691,7849
Costume & Make-Up,Costume Design,9691,5710
Costume & Make-Up,Costume Supervisor,9691,1322089
Art,Supervising Art Director,9691,19291
Costume & Make-Up,Makeup Artist,9691,1316296
Costume & Make-Up,Makeup Artist,9691,1299201
Costume & Make-Up,Hairstylist,9691,1401251
Production,Production Supervisor,9691,233500
Art,Art Department Coordinator,9691,1401252
Crew,Property Master,9691,1401253
Art,Set Designer,9691,1401254
Art,Set Designer,9691,1360094
Art,Set Designer,9691,1401255
Art,Set Designer,9691,40594
Art,Leadman,9691,1401256
Art,Greensman,9691,1401257
Editing,Dialogue Editor,9691,4716
Editing,Dialogue Editor,9691,1401258
Editing,Dialogue Editor,9691,1392129
Sound,Supervising Sound Editor,9691,1401259
Sound,Sound Effects Editor,9691,1398194
Sound,Foley,9691,1376818
Sound,Foley,9691,1401260
Sound,Sound Re-Recording Mixer,9691,1052
Sound,Sound Re-Recording Mixer,9691,1341854
Sound,Sound Re-Recording Mixer,9691,1341808
Sound,Sound Re-Recording Mixer,9691,1399140
Sound,Sound Re-Recording Mixer,9691,1341138
Sound,Sound Re-Recording Mixer,9691,1342626
Sound,Sound Re-Recording Mixer,9691,1341858
Sound,Sound Re-Recording Mixer,9691,42034
Crew,Stunt Coordinator,9691,1401262
Camera,Still Photographer,9691,1386920
Camera,Camera Operator,9691,1401263
Camera,Camera Operator,9691,1401264
Camera,Helicopter Camera,9691,1401265
Camera,Additional Camera,9691,1401266
Lighting,Lighting Technician,9691,1401267
Lighting,Lighting Technician,9691,1401268
Lighting,Lighting Technician,9691,1401269
Costume & Make-Up,Set Costumer,9691,1401270
Costume & Make-Up,Set Costumer,9691,1401271
Crew,Dialect Coach,9691,165734
Production,Location Manager,9691,1401272
Crew,Unit Publicist,9691,1401273
Writing,Screenplay,9691,4723
Crew,Special Effects Coordinator,9691,1718730
Crew,Production Office Assistant,9691,1607177
Directing,Director,12665,56349
Production,Producer,12665,4504
Production,Executive Producer,12665,56188
Production,Producer,12665,66723
Production,Executive Producer,12665,73335
Sound,Original Music Composer,12665,1760
Camera,Director of Photography,12665,13140
Editing,Editor,12665,30606
Production,Executive Producer,451,6109
Writing,Screenplay,451,6111
Production,Producer,451,6113
Production,Line Producer,451,6114
Production,Executive Producer,451,6115
Production,Producer,451,6116
Camera,Director of Photography,451,6117
Editing,Editor,451,6118
Production,Casting,451,6119
Writing,Novel,451,1741885
Writing,Writer,16420,6210
Directing,Director,16420,56710
Directing,Director,9263,15798
Writing,Screenplay,9263,57062
Production,Producer,9263,3416
Production,Executive Producer,9263,550
Production,Producer,9263,551
Sound,Original Music Composer,9263,2120
Camera,Director of Photography,9263,6050
Editing,Editor,9263,33830
Directing,Director,17015,7017
Costume & Make-Up,Costume Design,17015,13009
Writing,Novel,17015,32982
Editing,Editor,17015,33443
Camera,Director of Photography,17015,110587
Writing,Screenplay,17015,137933
Crew,Stunts,17015,152204
Camera,Steadicam Operator,17015,582705
Sound,Original Music Composer,17015,1073310
Art,Production Design,17015,1155250
Writing,Script Editor,17015,1244637
Costume & Make-Up,Makeup Artist,17015,1420630
Production,Producer,17015,1492126
Visual Effects,Visual Effects Designer,17015,1530177
Art,Art Direction,17015,1840475
Costume & Make-Up,Makeup Artist,17015,1840476
Costume & Make-Up,Makeup Artist,17015,1840477
Costume & Make-Up,Makeup Designer,17015,1840478
Art,Set Dresser,17015,1840479
Camera,Still Photographer,17015,1840481
Camera,Underwater Camera,17015,1840482
Crew,Choreographer,17015,1840483
Directing,Director,902,2419
Production,Producer,902,13828
Production,Producer,902,13829
Production,Producer,902,13830
Production,Producer,902,13831
Production,Producer,902,2402
Production,Producer,902,13834
Sound,Original Music Composer,902,5628
Camera,Director of Photography,902,2240
Editing,Editor,902,2425
Production,Casting,902,2424
Art,Set Decoration,902,13838
Art,Set Decoration,902,13839
Costume & Make-Up,Costume Design,902,8385
Art,Set Decoration,902,13840
Art,Set Decoration,902,13841
Writing,Screenplay,902,13680
Writing,Screenplay,902,13681
Directing,Director,37557,607
Camera,Director of Photography,37557,72204
Writing,Writer,37557,146103
Writing,Novel,37557,146104
Production,Producer,9909,770
Production,Casting,9909,897
Production,Producer,9909,771
Editing,Editor,9909,1047
Sound,Music Editor,9909,5132
Writing,Screenplay,9909,5144
Costume & Make-Up,Makeup Artist,9909,9775
Production,Executive Producer,9909,11695
Production,Executive Producer,9909,12066
Art,Art Direction,9909,13587
Art,Production Design,9909,20209
Production,Executive Producer,9909,21138
Costume & Make-Up,Key Hair Stylist,9909,32487
Art,Set Decoration,9909,35140
Costume & Make-Up,Costume Design,9909,59710
Camera,Director of Photography,9909,59790
Directing,Director,9909,60295
Writing,Novel,9909,60296
Sound,Music,9909,34061
Sound,Music,9909,34060
Art,Construction Coordinator,9909,1338147
Directing,Script Supervisor,9909,1342644
Crew,Special Effects Coordinator,9909,1421720
Costume & Make-Up,Costume Supervisor,9909,1440306
Art,Art Department Coordinator,9909,1473443
Sound,Music Supervisor,9909,1530166
Directing,Director,63,280
Writing,Screenplay,63,7191
Writing,Screenplay,63,281
Production,Producer,63,282
Production,Executive Producer,63,283
Production,Executive Producer,63,284
Production,Executive Producer,63,285
Camera,Director of Photography,63,293
Editing,Editor,63,294
Sound,Sound Editor,63,295
Sound,Sound mixer,63,297
Sound,Original Music Composer,63,1020074
Art,Set Decoration,63,945
Art,Production Design,63,7848
Art,Art Direction,63,8848
Production,Casting,63,6347
Costume & Make-Up,Costume Design,63,8222
Production,Associate Producer,63,3973
Production,Co-Producer,63,286
Production,Associate Producer,63,58237
Costume & Make-Up,Hairstylist,63,1430213
Costume & Make-Up,Hair Designer,63,5333
Costume & Make-Up,Hairstylist,63,1446985
Costume & Make-Up,Makeup Artist,63,1458527
Art,Leadman,63,1546147
Art,Construction Coordinator,63,1546148
Crew,Carpenter,63,1546149
Art,Assistant Art Director,63,12257
Crew,Propmaker,63,1546150
Crew,Carpenter,63,1546151
Crew,Property Master,63,1377215
Art,Assistant Art Director,63,6878
Art,Art Department Coordinator,63,1546152
Crew,Carpenter,63,1546154
Art,Leadman,63,1395158
Art,Assistant Art Director,63,1546155
Crew,Carpenter,63,1383160
Crew,Carpenter,63,1546156
Crew,Carpenter,63,1546157
Art,Painter,63,1546158
Art,Greensman,63,1546159
Crew,Carpenter,63,1522774
Crew,Carpenter,63,1546160
Art,Standby Painter,63,88454
Sound,Foley,63,1546161
Sound,Supervising Sound Editor,63,1544372
Sound,Boom Operator,63,1457285
Sound,Foley,63,1393300
Sound,Foley,63,1337412
Sound,Foley,63,1413938
Crew,Special Effects,63,1235786
Crew,Special Effects,63,1546166
Crew,Special Effects,63,1546167
Crew,Special Effects,63,1546168
Crew,Special Effects,63,1546169
Crew,Special Effects,63,1546170
Crew,Special Effects,63,1511730
Crew,Special Effects Coordinator,63,1546171
Visual Effects,Special Effects Supervisor,63,1434159
Crew,Special Effects,63,1546172
Visual Effects,Digital Compositors,63,1337414
Visual Effects,Digital Compositors,63,1325557
Visual Effects,Digital Compositors,63,1546173
Visual Effects,Digital Compositors,63,1546174
Visual Effects,Visual Effects Supervisor,63,10721
Visual Effects,Digital Compositors,63,1546175
Visual Effects,Visual Effects Coordinator,63,1546176
Crew,Stunts,63,1074163
Crew,Stunts,63,134877
Crew,Stunts,63,91834
Crew,Stunts,63,1407881
Crew,Stunts,63,1546177
Crew,Stunts,63,155535
Crew,Stunts,63,1546178
Crew,Stunts,63,999690
Crew,Stunts,63,1407225
Crew,Stunts,63,933507
Crew,Stunts,63,1546179
Crew,Stunts,63,556798
Crew,Stunts,63,1546180
Crew,Stunts,63,1507943
Crew,Stunts,63,1434599
Camera,Grip,63,1546181
Camera,Still Photographer,63,18095
Lighting,Electrician,63,1546182
Lighting,Electrician,63,1531991
Lighting,Electrician,63,1546183
Lighting,Rigging Grip,63,1546184
Camera,First Assistant Camera,63,1546185
Crew,Loader,63,1546186
Camera,Camera Operator,63,957361
Camera,Grip,63,549995
Crew,Video Assist Operator,63,1463532
Lighting,Rigging Gaffer,63,1546187
Lighting,Rigging Grip,63,27709
Camera,Camera Operator,63,1157630
Camera,Camera Operator,63,91115
Lighting,Electrician,63,1546188
Camera,Grip,63,1546189
Camera,First Assistant Camera,63,1546190
Camera,Grip,63,1546191
Production,Casting Associate,63,1546192
Costume & Make-Up,Costume Supervisor,63,1424540
Costume & Make-Up,Assistant Costume Designer,63,1324812
Crew,Post-Production Manager,63,1065081
Editing,First Assistant Editor,63,1546193
Crew,Post Production Assistant,63,553163
Editing,First Assistant Editor,63,1546194
Editing,Color Timer,63,1546205
Crew,Post Production Assistant,63,544194
Directing,Script Supervisor,63,1546213
Crew,Set Medic,63,1546216
Crew,Public Relations,63,1540477
Crew,Legal Services,63,1546217
